SN	DISTRICT	DIVISION	WARD	VILLAGE	MITAA	Fname	FTYPE	OWNER	PLACE	OWNER2
8989	Moshi MC	Moshi Magharibi	Korongoni	Viwanda		Nvtc	Dis	MDA	Urban	Public
8990	Moshi MC	Moshi Magharibi	Karanga	Magereza		Magereza	Dis	Prisons	Urban	Public
8991	Moshi MC	Moshi Magharibi	Karanga	Shirimatunda		Shirimatunda	Dis	LGA	Urban	Public
8993	Moshi MC	Moshi Magharibi	Karanga	Karanga		Kibo Match	Dis		Urban	TBD
8994	Moshi MC	Moshi Magharibi	Karanga	Karanga		Moshi Technical	Dis	MDA	Urban	Public
8995	Moshi MC	Moshi Magharibi	Karanga	Bonite		Amani	Dis	Private	Urban	Private
8996	Moshi MC	Moshi Magharibi	Karanga	Bonite		Bonite	Dis	MDA	Urban	Public
8997	Moshi MC	Moshi Magharibi	Kilimanjaro	Mawenzi		Shant Town	Dis	Private	Urban	Private
8999	Moshi MC	Moshi Magharibi	Kilimanjaro	Kilimanjaro		Kilimanjaro International	Dis	MDA	Urban	Public
9000	Moshi MC	Moshi Magharibi	Kilimanjaro	CCP		CCP	HC	Police	Urban	Public
9001	Same DC	Same	Same	Same		Same	Hos	LGA	Rural	Public
9002	Same DC	Same	Same	Same		Tumaini Urban	HC	Private	Rural	Private
9003	Same DC	Same	Same	Same		Marie Stopes	Dis	Religious	Rural	Fbo
9004	Same DC	Same	Same	Same		Same	Dis	Lutheran	Rural	Fbo
9005	Same DC	Same	Same	Same		Masandare	Dis	LGA	Rural	Public
9006	Same DC	Same	Njoro	Njoro		Vutima	Dis	Private	Rural	Private
9007	Same DC	Same	Njoro	Vumari		Vumari	Dis	LGA	Rural	Public
9008	Same DC	Same	Njoro	Ishinde		Ishinde	Dis	LGA	Rural	Public
9009	Same DC	Same	Njoro	Kizungo		Mbono	Dis	LGA	Rural	Public
9010	Same DC	Same	Ruvu	Ruvu		Ruvu	Dis		Rural	TBD
9011	Same DC	Same	Ruvu	Mferejini		Mferejini	Dis	Lutheran	Rural	Fbo
9012	Same DC	Same	Ruvu	Ruvu Jiungeni		Jiungeni	Dis		Rural	TBD
9013	Same DC	Mwembe Mbaga	Kisiwani	Kisiwani		Kisiwani	Dis	LGA	Rural	Public
9014	Same DC	Mwembe Mbaga	Mshewa	Kwizu		Kwizu	Dis	LGA	Rural	Public
9015	Same DC	Mwembe Mbaga	Mshewa	Marindi		Marindi	Dis	Roman Catholic	Rural	Fbo
9018	Same DC	Mwembe Mbaga	Mshewa	Manka		Manka	Dis	KKKT	Rural	Fbo
9019	Same DC	Mwembe Mbaga	Mhezi	Mteke		Mteke	Dis	LGA	Rural	Public
9020	Same DC	Mwembe Mbaga	Mhezi	Mtunguja		Kituvi	Dis	LGA	Rural	Public
9021	Same DC	Mwembe Mbaga	Mhezi	Mhezi		Mhezi	Dis	LGA	Rural	Public
9022	Same DC	Mwembe Mbaga	Mwembe	Mwembe		Mwembe	Dis	LGA	Rural	Public
