id,title,region_id,address,serial_number,email,owner,ownership_type,phone,place_type,created_at,updated_at,type_id,msisdn,is_user_submitted,latitude,longitude,alternative_names,status,hmis,remarks,registration_num,source,current_id
15632,Msanga,20453,,2066,,MoHSW/LGA,Government,,,2013-01-24 00:23:41.297113+00,2013-01-24 00:23:41.297156+00,16,,f,-7.28150550115,38.7694589269,"",Operating,7,"","",NBS,603021
15633,Mwanzo Mgumu,20454,,2067,,MoHSW/LGA,Government,,,2013-01-24 00:23:41.525731+00,2013-01-24 00:23:41.525788+00,16,,f,,,"",Operating,32,"","",MMAM,603022
15634,Mzenga,20456,,2068,,MoHSW/LGA,Government,,,2013-01-24 00:23:41.791332+00,2013-01-24 00:23:41.791375+00,17,,f,-6.94833,38.805,"",Operating,5,"","",Other,603023
15635,Sanze,20422,,2069,,"","",,,2013-01-24 00:23:41.931341+00,2013-01-24 00:23:41.931385+00,16,,f,,,"",Operating,34,"Added HF, Missing in MHFL","","",603024
15636,Sanze Kkkt,20432,,2078,,KKKT,FBO,,,2013-01-24 00:23:42.145448+00,2013-01-24 00:23:42.145507+00,16,,f,,,"",Operating,"","","",MoHSW,603035
15637,Sungwi,20457,,2070,,MoHSW/LGA,Government,,,2013-01-24 00:23:42.415429+00,2013-01-24 00:23:42.415473+00,16,,f,-7.04592684781,38.9747284043,"",Operating,9,"","",NBS,603025
15638,Vihingo,20422,,2071,,"","",,,2013-01-24 00:23:42.561013+00,2013-01-24 00:23:42.56107+00,16,,f,,,"",Operating,Not Allocated,"","","",603026
15639,Vikumburu,20459,,2072,,MoHSW/LGA,Government,,,2013-01-24 00:23:42.783471+00,2013-01-24 00:23:42.783511+00,16,,f,-7.43235420108,38.5950234716,"",Operating,33666,"","",NBS,603027
15640,Ving'andi,20422,,2073,,"","",,,2013-01-24 00:23:42.972149+00,2013-01-24 00:23:42.972193+00,16,,f,,,"",Operating,Not Allocated,"","","",603028
15641,BAKWATA,20460,,6193,,"","",,,2013-01-24 00:23:43.104034+00,2013-01-24 00:23:43.104078+00,16,,f,-3.62062,33.80809,"",Operating,"","","","",1708061
15642,Beledi,20463,,6133,,TASAF,Government,,,2013-01-24 00:23:43.401503+00,2013-01-24 00:23:43.401565+00,16,,f,,,"",Operating,53,"","","",1708002
15643,Bubiki,20466,,6134,,MoHSW/LGA,Government,,,2013-01-24 00:23:43.647674+00,2013-01-24 00:23:43.647714+00,16,,f,-3.39244,33.43142,"",Operating,2,"","","",1708003
15644,Bubinza,20468,,6135,,TASAF,Government,,,2013-01-24 00:23:43.988244+00,2013-01-24 00:23:43.988287+00,16,,f,-3.79001,33.90236,"",Operating,44,"","","",1708004
15645,Buganika,20470,,6136,,MoHSW/LGA,Government,,,2013-01-24 00:23:44.232304+00,2013-01-24 00:23:44.232357+00,16,,f,-3.45762,33.54522,"",Operating,47,"","","",1708005
15646,Bulekela,20473,,6137,,MoHSW/LGA,Government,,,2013-01-24 00:23:44.522409+00,2013-01-24 00:23:44.52246+00,16,,f,-3.95826,34.01373,"",Operating,4,"","","",1708006
15647,Bulima,20475,,6138,,TASAF,Government,,,2013-01-24 00:23:44.764298+00,2013-01-24 00:23:44.764354+00,16,,f,,,"",Operating,Not Allocated,"","","",1708007
15648,Bunambiyu,20477,,6139,,MoHSW/LGA,Government,,,2013-01-24 00:23:45.059633+00,2013-01-24 00:23:45.059691+00,17,,f,-3.41626,33.30372,"",Operating,5,"","","",1708008
15649,Bupigi,20479,,6140,,"","",,,2013-01-24 00:23:45.366971+00,2013-01-24 00:23:45.367021+00,16,,f,-3.5513,33.69939,"",Operating,43,"","","",1708009
15650,Busangwa,20480,,6141,,TASAF,Government,,,2013-01-24 00:23:45.659683+00,2013-01-24 00:23:45.659748+00,16,,f,,,"",Operating,54,"","","",1708010
15651,Hindawashi,20481,,6142,,MoHSW/LGA,Government,,,2013-01-24 00:23:45.90181+00,2013-01-24 00:23:45.901864+00,16,,f,-3.96263,34.12854,"",Operating,6,"","","",1708011
15652,Idukilo,20482,,6143,,MoHSW/LGA,Government,,,2013-01-24 00:23:46.152968+00,2013-01-24 00:23:46.153008+00,16,,f,-3.44068,33.65912,"",Operating,7,"","","",1708012
15653,Igaga,20483,,6144,,MoHSW/LGA,Government,,,2013-01-24 00:23:46.402669+00,2013-01-24 00:23:46.402749+00,16,,f,,,"",Under Construction,51,"","","",1708013
15654,Ikonda,20485,,6145,,MoHSW/LGA,Government,,,2013-01-24 00:23:46.654164+00,2013-01-24 00:23:46.654206+00,16,,f,,,"",Operating,8,"","","",1708014
15655,Ilebelebe,20487,,6146,,MoHSW/LGA,Government,,,2013-01-24 00:23:46.875628+00,2013-01-24 00:23:46.875684+00,16,,f,,,"",Operating,49,"","","",1708015
15656,Isunganholo,20489,,6147,,MoHSW/LGA,Government,,,2013-01-24 00:23:47.170177+00,2013-01-24 00:23:47.170221+00,16,,f,-3.78592,33.97866,"",Operating,15,"","","",1708016
15657,Itilima,20490,,6148,,MoHSW/LGA,Government,,,2013-01-24 00:23:47.404847+00,2013-01-24 00:23:47.404897+00,16,,f,,,"",Operating,52,"","","",1708017
15658,Itongoitale,20491,,6149,,MoHSW/LGA,Government,,,2013-01-24 00:23:47.632599+00,2013-01-24 00:23:47.632641+00,16,,f,-3.42347,33.16329,"",Operating,48,"","","",1708018
15659,Kiloleli,20493,,6150,,MoHSW/LGA,Government,,,2013-01-24 00:23:47.861798+00,2013-01-24 00:23:47.861837+00,16,,f,-3.86359,33.70716,"",Operating,1,"","","",1708019
15660,Kinampanda,20495,,6151,,TASAF,Government,,,2013-01-24 00:23:48.146401+00,2013-01-24 00:23:48.146454+00,16,,f,-3.87635,34.17516,"",Operating,37,"","","",1708020
15661,Kisesa,20497,,6152,,TASAF,Government,,,2013-01-24 00:23:48.342232+00,2013-01-24 00:23:48.342288+00,16,,f,,,"",Under Construction,Not Allocated,"","","",1708021
15662,Kishapu,20499,,6153,,MoHSW/LGA,Government,,,2013-01-24 00:23:48.667062+00,2013-01-24 00:23:48.667141+00,17,,f,-3.60894,33.86795,"",Operating,11,"","","",1708022
15663,Lagana,20500,,6154,,TASAF,Government,,,2013-01-24 00:23:48.834337+00,2013-01-24 00:23:48.834379+00,16,,f,-3.87291,33.92884,"",Operating,4,"","","",1708023
15664,Lubaga,20501,,6155,,MoHSW/LGA,Government,,,2013-01-24 00:23:49.163125+00,2013-01-24 00:23:49.163169+00,16,,f,-3.56443,33.79515,"",Operating,46,"","","",1708024
15665,Magalata,20502,,6156,,MoHSW/LGA,Government,,,2013-01-24 00:23:49.404422+00,2013-01-24 00:23:49.404479+00,16,,f,-3.95434,34.20546,"",Operating,2,"","","",1708025
15666,Maganzo,20504,,6157,,MoHSW/LGA,Government,,,2013-01-24 00:23:49.692408+00,2013-01-24 00:23:49.692466+00,16,,f,-3.54585,33.55587,"",Operating,21,"","","",1708026
15667,Majidalala,20460,,6194,,"","",,,2013-01-24 00:23:49.772848+00,2013-01-24 00:23:49.772891+00,16,,f,,,"",Operating,"","","","",1708062
15668,Malwilo,20505,,6158,,MoHSW/LGA,Government,,,2013-01-24 00:23:50.088995+00,2013-01-24 00:23:50.089053+00,16,,f,-3.68907,34.06392,"",Operating,16,"","","",1708027
15669,Masanga,20506,,6159,,MoHSW/LGA,Government,,,2013-01-24 00:23:50.337853+00,2013-01-24 00:23:50.337906+00,16,,f,-3.86581,34.012,"",Operating,17,"","","",1708028
15670,Masusante,20507,,6160,,Private,Private,,,2013-01-24 00:23:50.570416+00,2013-01-24 00:23:50.570461+00,16,,f,-3.67855,33.67157,"",Operating,42,"","","",1708029
15671,Mhunze BAKWATA,20508,,6161,,BAKWATA,FBO,,,2013-01-24 00:23:50.814359+00,2013-01-24 00:23:50.814412+00,16,,f,,,"",Operating,3,Edited name from Muhunze BAKWATA to Mhunze BAKWATA,"","",1708030
15672,Mhunze Wazazi,20460,,6162,,"","",,,2013-01-24 00:23:51.021655+00,2013-01-24 00:23:51.021714+00,16,,f,,,"",Operating,38,"","","",1708031
15673,Migunga,20509,,6163,,MoHSW/LGA,Government,,,2013-01-24 00:23:51.248086+00,2013-01-24 00:23:51.248143+00,16,,f,-3.70434,33.86397,"",Operating,39,"","","",1708032
15674,Mihama  AICT,20510,,6164,,Others,Others,,,2013-01-24 00:23:51.477541+00,2013-01-24 00:23:51.549713+00,16,,f,-3.91917,33.97098,"",Operating,18,"","","",1708033
15675,Mipa,20511,,6165,,MoHSW/LGA,Government,,,2013-01-24 00:23:51.713854+00,2013-01-24 00:23:51.713899+00,16,,f,-3.40413,33.47042,"",Operating,13,"","","",1708034
15676,Mipa RC,20512,,6166,,RC,FBO,,,2013-01-24 00:23:51.945404+00,2013-01-24 00:23:51.945458+00,16,,f,-3.33856,33.47676,"",Operating,14,"","","",1708035
15677,Mondo,20513,,6167,,MoHSW/LGA,Government,,,2013-01-24 00:23:52.258614+00,2013-01-24 00:23:52.258658+00,16,,f,-3.36631,33.54126,"",Operating,19,"","","",1708036
15678,Muguda,20514,,6168,,MoHSW/LGA,Government,,,2013-01-24 00:23:52.500586+00,2013-01-24 00:23:52.500644+00,16,,f,,,"",Operating,12,Edited name from Muganda to Muguda,"","",1708037
15679,Mwadui,20474,,6169,,Private,Private,,,2013-01-24 00:23:52.67472+00,2013-01-24 00:23:52.674776+00,18,,f,-3.55,33.6,"",Operating,32,"","","",1708038
16555,Buyubi,21651,,5791,,"","",,,2013-01-24 00:25:46.625604+00,2013-01-24 00:25:46.625661+00,16,,f,,,"",Operating,Not Allocated,"","","",1702004
15680,Mwadui Luhumbo,20515,,6170,,MoHSW/LGA,Government,,,2013-01-24 00:23:52.967168+00,2013-01-24 00:23:52.96723+00,16,,f,-3.56335,33.63415,"",Operating,23,Edited name from Mwadui Lohumbo to Mwadui Luhumbo,"","",1708039
15681,Mwajidalala,20516,,6171,,TASAF,Government,,,2013-01-24 00:23:53.201088+00,2013-01-24 00:23:53.201132+00,16,,f,,,"",Operating,Not Allocated,"","","",1708040
15682,Mwamanota,20518,,6172,,MoHSW/LGA,Government,,,2013-01-24 00:23:53.454941+00,2013-01-24 00:23:53.454995+00,16,,f,-3.83078,33.80722,"",Operating,24,"","","",1708041
15683,Mwamashele,20519,,6173,,MoHSW/LGA,Government,,,2013-01-24 00:23:53.773027+00,2013-01-24 00:23:53.773082+00,16,,f,,,"",Operating,25,"","","",1708042
15684,Ndoleleji,20520,,6175,,RC,FBO,,,2013-01-24 00:23:54.029072+00,2013-01-24 00:23:54.029131+00,16,,f,-3.75414,33.95355,"",Operating,26,"","","",1708043
15685,Ndoleleji,20460,,6174,,"","",,,2013-01-24 00:23:54.187058+00,2013-01-24 00:23:54.187115+00,16,,f,-3.75414,33.95355,"",Operating,26,"","","",1708043
15686,Negezi,20521,,6176,,MoHSW/LGA,Government,,,2013-01-24 00:23:54.51614+00,2013-01-24 00:23:54.516214+00,16,,f,-3.68124,33.66089,"",Operating,27,"","","",1708044
15687,Ngeme,20523,,6177,,MoHSW/LGA,Government,,,2013-01-24 00:23:54.875964+00,2013-01-24 00:23:54.876023+00,16,,f,-3.7,33.9,"",Operating,5,"","","",1708045
15688,Ngofila,20524,,6178,,MoHSW/LGA,Government,,,2013-01-24 00:23:55.143784+00,2013-01-24 00:23:55.143835+00,16,,f,-3.91777,33.80483,"",Operating,45,"","","",1708046
15689,Nhobola,20526,,6179,,MoHSW/LGA,Government,,,2013-01-24 00:23:55.437328+00,2013-01-24 00:23:55.437396+00,17,,f,-3.72003,33.58949,"",Operating,29,"","","",1708047
15690,Nyasamba,20527,,6180,,MoHSW/LGA,Government,,,2013-01-24 00:23:56.479447+00,2013-01-24 00:23:56.479506+00,16,,f,-3.34808,33.36525,"",Operating,3,"","","",1708048
15691,Nyenze,20528,,6181,,TASAF,Government,,,2013-01-24 00:23:56.753279+00,2013-01-24 00:23:56.753336+00,16,,f,,,"",Operating,55,"","","",1708049
15692,Sekebugoro,20529,,6182,,MoHSW/LGA,Government,,,2013-01-24 00:23:57.009506+00,2013-01-24 00:23:57.00958+00,16,,f,-3.31307,33.51631,"",Operating,9,"","","",1708050
15693,Seseko,20530,,6183,,MoHSW/LGA,Government,,,2013-01-24 00:23:57.310776+00,2013-01-24 00:23:57.310834+00,16,,f,-3.31501,33.5341,"",Operating,31,"","","",1708051
15694,Shagihilu,20488,,6184,,MoHSW/LGA,Government,,,2013-01-24 00:23:57.589717+00,2013-01-24 00:23:57.589803+00,16,,f,,,"",Operating,22,"","","",1708052
15695,Shinyanga Sec School,20474,,6185,,MoHSW/LGA,Government,,,2013-01-24 00:23:57.809561+00,2013-01-24 00:23:57.809617+00,16,,f,-3.54947,33.59182,"",Operating,28,"","","",1708053
15696,Somagedi,20531,,6186,,MoHSW/LGA,Government,,,2013-01-24 00:23:58.095843+00,2013-01-24 00:23:58.095894+00,16,,f,-3.80864,34.09957,"",Operating,34,"","","",1708054
15697,Songwa,20532,,6187,,MoHSW/LGA,Government,,,2013-01-24 00:23:58.343113+00,2013-01-24 00:23:58.343178+00,17,,f,-3.516667,33.516667,"",Operating,33,"","","",1708055
15698,Uchunga,20533,,6188,,MoHSW/LGA,Government,,,2013-01-24 00:23:58.640162+00,2013-01-24 00:23:58.640229+00,16,,f,-3.866667,33.116667,"",Operating,35,"","","",1708056
15699,Wazazi,20534,,6191,,Others,Others,,,2013-01-24 00:23:58.923798+00,2013-01-24 00:23:58.923841+00,16,,f,,,"",Operating,"","","",MoHSW,1708059
15700,Wazazi Maganzo,20460,,6192,,"","",,,2013-01-24 00:23:59.079722+00,2013-01-24 00:23:59.079765+00,16,,f,-3.55126,33.56059,"",Operating,"","","","",1708060
15701,Wazazi Shagihilu,20460,,6189,,"","",,,2013-01-24 00:23:59.233868+00,2013-01-24 00:23:59.233911+00,16,,f,-3.71411,33.92852,"",Operating,36,"","","",1708057
15702,Wazazi Ukenyenge,20484,,6190,,Others,Others,,,2013-01-24 00:23:59.453652+00,2013-01-24 00:23:59.453776+00,16,,f,-3.68042,33.67245,"",Operating,41,"","","",1708058
15703,Bwagamoyo,20538,,7464,,TASAF,Government,,,2013-01-24 00:23:59.747591+00,2013-01-24 00:23:59.747638+00,16,,f,,,"",Under Construction,"","",AR/KIJ/612,MoHSW,2105022
15704,Church of God,20541,,7447,,Others,Others,,,2013-01-24 00:24:00.048603+00,2013-01-24 00:24:00.048661+00,16,,f,-5.48942,36.38941,Matui  Chapakazi,Operating,9,"",AR/KIJ/492,"",2105002
15705,Dongo,20544,,7465,,LGA,Government,,,2013-01-24 00:24:00.413941+00,2013-01-24 00:24:00.414006+00,16,,f,,,"",Operating,"","",AR/KIJ/9,"",2105023
15706,Dosidosi,20547,,7448,,LGA,Government,,,2013-01-24 00:24:00.649756+00,2013-01-24 00:24:00.697981+00,16,,f,-5.6208,36.42337,"",Operating,3,"",AR/KIJ/2,"",2105004
15707,Emarti,20549,,7466,,TASAF,Government,,,2013-01-24 00:24:00.95488+00,2013-01-24 00:24:00.954938+00,16,,f,,,"",Under Construction,"","","",MoHSW,2105024
15708,Engusero,20552,,7449,,LGA,Government,,,2013-01-24 00:24:01.227217+00,2013-01-24 00:24:01.227277+00,17,,f,-5.54381,36.45788,"",Operating,13,"",AR/KIJ/1,"",2105005
15709,Ilera,20554,,7467,,TASAF,Government,,,2013-01-24 00:24:01.477478+00,2013-01-24 00:24:01.47752+00,16,,f,,,"",Under Construction,"","",AR/KIJ/611,MoHSW,2105025
15710,Ilkiushbor,20557,,7468,,LGA,Government,,,2013-01-24 00:24:01.764332+00,2013-01-24 00:24:01.764382+00,16,,f,,,"",Operating,"","",AR/KIJ/469,MoHSW,2105026
15711,Katikati,20558,,7469,,TASAF,Government,,,2013-01-24 00:24:02.004539+00,2013-01-24 00:24:02.004593+00,16,,f,,,"",Under Construction,"","","",MoHSW,2105027
15712,Kijungu,20561,,7450,,LGA,Government,,,2013-01-24 00:24:02.248275+00,2013-01-24 00:24:02.248332+00,16,,f,-5.39,37.17965,"",Operating,024//005,"",AR/KIJ/7,"",2105006
15713,Kiperesa,20564,,7451,,LGA,Government,,,2013-01-24 00:24:02.541916+00,2013-01-24 00:24:02.541992+00,16,,f,-5.24442,36.29252,"",Operating,17,"",AR/KIJ/4,"",2105007
15714,Kiteto District,20566,,7452,,LGA,Government,,,2013-01-24 00:24:02.779883+00,2013-01-24 00:24:02.779921+00,18,,f,,,Kibaya,Operating,4,"",AR/KIJ/6,"",2105008
15715,Laiseri,20567,,7453,,LGA,Government,,,2013-01-24 00:24:03.098699+00,2013-01-24 00:24:03.098763+00,16,,f,,,"",Operating,2006,"",AR/KIJ/395,"",2105009
15716,Lengatei,20569,,7454,,LGA,Government,,,2013-01-24 00:24:03.369384+00,2013-01-24 00:24:03.369436+00,16,,f,-5.56947,37.20944,"",Operating,24007,"",AR/KIJ/351,"",2105010
15717,Lesoit,20570,,7455,,LGA,Government,,,2013-01-24 00:24:03.675596+00,2013-01-24 00:24:03.67564+00,16,,f,,,"",Operating,15,"",AR/KIJ/479,"",2105011
15718,Loolera,20571,,7470,,RC,FBO,,,2013-01-24 00:24:03.904127+00,2013-01-24 00:24:03.90417+00,16,,f,,,"",Operating,"","",AR/KIJ/357,"",2105028
15719,Lotepesi,20573,,7456,,TASAF,Government,,,2013-01-24 00:24:04.216074+00,2013-01-24 00:24:04.216138+00,16,,f,,,"",Under Construction,Not Allocated,"",AR/KIJ/465,"",2105013
15720,Makame,20574,,7457,,LGA,Government,,,2013-01-24 00:24:04.54263+00,2013-01-24 00:24:04.542687+00,16,,f,,,"",Operating,14,Edited name from Makmi to Makame,AR/KIJ/464,"",2105014
15721,Matui,20576,,7471,,LGA,Government,,,2013-01-24 00:24:04.869749+00,2013-01-24 00:24:04.869797+00,16,,f,,,"",Operating,"","",AR/KIJ/354,MoHSW,2105029
15722,Ndaleta,20578,,7458,,LGA,Government,,,2013-01-24 00:24:05.265541+00,2013-01-24 00:24:05.265585+00,16,,f,,,"",Under Construction,Not Allocated,"",AR/KIJ/478,"",2105015
15723,Ndedo,20580,,7459,,LGA,Government,,,2013-01-24 00:24:05.546154+00,2013-01-24 00:24:05.546213+00,16,,f,-4.87525,36.79217,"",Operating,10,"",AR/KIJ/610,"",2105016
15724,Ngabolo,20582,,7460,,LGA,Government,,,2013-01-24 00:24:05.855726+00,2013-01-24 00:24:05.855768+00,16,,f,,,"",Operating,20,"Added HF, missing in MHFL ","","",2105017
15725,Njoro,20583,,7461,,LGA,Government,,,2013-01-24 00:24:06.196152+00,2013-01-24 00:24:06.196217+00,16,,f,-5.25175,36.45431,"",Operating,16,"",AR/KIJ/392,"",2105018
15726,Olkitikiti,20584,,7472,,TASAF,Government,,,2013-01-24 00:24:06.443166+00,2013-01-24 00:24:06.443225+00,16,,f,,,"",Under Construction,"","","",MoHSW,2105030
15727,Songambele,20585,,7462,,LGA,Government,,,2013-01-24 00:24:06.751015+00,2013-01-24 00:24:06.751085+00,16,,f,,,"",Operating,18,"",AR/KIJ/3,"",2105020
15728,Sunya,20586,,7463,,LGA,Government,,,2013-01-24 00:24:07.265724+00,2013-01-24 00:24:07.268827+00,17,,f,,,"",Operating,11,"",AR/KIJ/8,"",2105021
15729,Atta,20590,,1,,LGA,Government,,,2013-01-24 00:24:07.591738+00,2013-01-24 00:24:07.591798+00,16,,f,,,"",Operating,1,"",KDO/KIJ/285,"",101001
15731,Baura,20596,,3,,LGA,Government,,,2013-01-24 00:24:08.260901+00,2013-01-24 00:24:08.260963+00,16,,f,,,"",Under Construction,Not Allocated,"",DO/KIJ/367,"",101003
15732,Bereko,20598,,4,,LGA,Government,,,2013-01-24 00:24:08.509725+00,2013-01-24 00:24:08.509782+00,16,,f,-4.44916,35.74062,"",Operating,3,"",KDO/KIJ/291,NIMR,101004
15733,Blessed,20601,,5,,BAKWATA,FBO,,,2013-01-24 00:24:08.831673+00,2013-01-24 00:24:08.831721+00,16,,f,-4.90537,35.78482,"",Operating,4,"","",NIMR,101005
15734,Bolisa,20604,,76,,LGA,Government,,,2013-01-24 00:24:09.159595+00,2013-01-24 00:24:09.159641+00,16,,f,,,"",Under Construction,"","",KDO/KIJ/252,"",101083
15735,Bukulu,20606,,6,,LGA,Government,,,2013-01-24 00:24:09.490639+00,2013-01-24 00:24:09.490706+00,16,,f,-4.583333,35.75,"",Operating,5,"",KDO/KIJ/246,ADS,101007
15736,Bumbuta,20608,,7,,LGA,Government,,,2013-01-24 00:24:09.809334+00,2013-01-24 00:24:09.809382+00,16,,f,,,"",Operating,6,"",DO/KIJ/262,"",101008
15737,Busi,20610,,8,,LGA,Government,,,2013-01-24 00:24:10.022847+00,2013-01-24 00:24:10.022893+00,17,,f,-4.85,36.05,"",Operating,7,"",DO/KIJ/273,ADS,101009
15738,Chambalo,20613,,9,,LGA,Government,,,2013-01-24 00:24:10.374139+00,2013-01-24 00:24:10.37461+00,16,,f,,,"",Operating,8,"",KDO/KIJ/209,"",101010
15739,Chandama,20615,,10,,LGA,Government,,,2013-01-24 00:24:10.629303+00,2013-01-24 00:24:10.629365+00,16,,f,-5.149236,36.16595,"",Operating,9,"",KDO/KIJ/213,ADS,101011
15740,Chase,20616,,11,,LGA,Government,,,2013-01-24 00:24:10.861203+00,2013-01-24 00:24:10.861241+00,16,,f,,,"",Operating,10,"",KDO/KIJ/365,"",101012
15741,Chololo,20618,,12,,LGA,Government,,,2013-01-24 00:24:11.184292+00,2013-01-24 00:24:11.184334+00,16,,f,,,"",Operating,11,"",KDO/KIJ/357,"",101013
15742,Churuku,20621,,13,,LGA,Government,,,2013-01-24 00:24:11.481467+00,2013-01-24 00:24:11.48151+00,16,,f,-5.016667,36.1,"",Operating,12,"",DO/KIJ/228,ADS,101014
15743,E.L.C.T,20622,,14,,Lutheran,FBO,,,2013-01-24 00:24:11.728505+00,2013-01-24 00:24:11.728566+00,16,,f,,,"",Operating,Not Allocated,"","",MMAM,101015
15744,Farkwa,20624,,15,,LGA,Government,,,2013-01-24 00:24:12.033686+00,2013-01-24 00:24:12.033726+00,16,,f,,,"",Operating,13,"",KDO/KIJ/318,"",101016
15745,Farkwa VA,20624,,16,,RC,FBO,,,2013-01-24 00:24:12.241013+00,2013-01-24 00:24:12.241058+00,16,,f,,,"",Operating,14,"","","",101017
15746,Goima,20626,,17,,LGA,Government,,,2013-01-24 00:24:12.538315+00,2013-01-24 00:24:12.538382+00,16,,f,-5.10958,36.00513,"",Operating,15,"",DO/KIJ/211,NIMR,101018
15747,Goima VA,20627,,18,,RC,FBO,,,2013-01-24 00:24:12.815948+00,2013-01-24 00:24:12.815992+00,16,,f,,,"",Operating,16,"",DO/KIJ/222,"",101019
15748,Gonga,20628,,19,,LGA,Government,,,2013-01-24 00:24:13.047349+00,2013-01-24 00:24:13.047392+00,16,,f,-5.4,35.433333,"",Operating,67,"",KDO/KIJ/535,ADS,101020
15749,Gwandi,20630,,20,,LGA,Government,,,2013-01-24 00:24:13.329771+00,2013-01-24 00:24:13.329815+00,16,,f,-5.30950813279,35.7170410565,"",Operating,17,"",KDO/KIJ/371,"",101021
15750,Hachwi,20587,,21,,LGA,Government,,,2013-01-24 00:24:13.494364+00,2013-01-24 00:24:13.494414+00,16,,f,,,"",Operating,Not Allocated,"","",MMAM,101022
15751,Hamai,20631,,22,,LGA,Government,,,2013-01-24 00:24:13.748997+00,2013-01-24 00:24:13.749054+00,17,,f,,,"",Operating,18,"",DO/KIJ/212,"",101023
15752,Haubi,20633,,23,,LGA,Government,,,2013-01-24 00:24:14.02822+00,2013-01-24 00:24:14.028279+00,16,,f,-4.808839,35.94964,"",Operating,19,"",DO/KIJ/266,ADS,101024
15753,Haubi VA,20633,,24,,RC,FBO,,,2013-01-24 00:24:14.335371+00,2013-01-24 00:24:14.335428+00,16,,f,,,"",Operating,20,"","","",101025
15754,Hebi,20634,,25,,LGA,Government,,,2013-01-24 00:24:14.579319+00,2013-01-24 00:24:14.579374+00,16,,f,,,"",Operating,70,"",DO/KIJ/264,MMAM,101026
15755,Humai,20635,,77,,LGA,Government,,,2013-01-24 00:24:14.883391+00,2013-01-24 00:24:14.883432+00,16,,f,,,"",Under Construction,"","",KDO/KIJ/258,"",101084
15756,Hurui,20637,,26,,RC,FBO,,,2013-01-24 00:24:15.167234+00,2013-01-24 00:24:15.167277+00,16,,f,-4.35,35.9,"",Operating,43,"",KDO/KIJ/295,ADS,101028
15757,Itaswi,20638,,27,,LGA,Government,,,2013-01-24 00:24:15.46388+00,2013-01-24 00:24:15.463938+00,16,,f,-4.54836,35.99686,"",Operating,21,"",DO/KIJ/396,Other,101029
15758,Itololo,20640,,28,,RC,FBO,,,2013-01-24 00:24:15.757506+00,2013-01-24 00:24:15.75755+00,17,,f,-4.51756,35.79137,"",Operating,22,"",KDO/KIJ/298,NIMR,101030
15759,Itolwa,20642,,29,,LGA,Government,,,2013-01-24 00:24:16.050417+00,2013-01-24 00:24:16.050475+00,16,,f,,,"",Operating,Not Allocated,"",DO/KIJ/241,MMAM,101031
15760,Jangalo,20643,,30,,LGA,Government,,,2013-01-24 00:24:16.33814+00,2013-01-24 00:24:16.338185+00,16,,f,-5.016667,36.2,"",Operating,23,"",DO/KIJ/231,ADS,101032
15761,Jogolo,20646,,31,,LGA,Government,,,2013-01-24 00:24:16.700778+00,2013-01-24 00:24:16.700834+00,16,,f,,,"",Operating,65,"",KDO/KIJ/388,"",101033
15762,Kelema,20648,,32,,LGA,Government,,,2013-01-24 00:24:16.999282+00,2013-01-24 00:24:16.999323+00,16,,f,-5.116667,35.833333,"",Operating,24,"",DO/KIJ/414,ADS,101034
15763,Khubunko,20649,,33,,LGA,Government,,,2013-01-24 00:24:17.331+00,2013-01-24 00:24:17.331145+00,16,,f,,,"",Under Construction,78,"",KDO/KIJ/321,"",101035
15764,Kidoka,20650,,34,,LGA,Government,,,2013-01-24 00:24:17.61143+00,2013-01-24 00:24:17.611485+00,16,,f,-5.40423,35.85143,"",Operating,25,"",KDO/KIJ/368,Other,101036
15765,Kikilo,20652,,35,,LGA,Government,,,2013-01-24 00:24:17.977608+00,2013-01-24 00:24:17.977661+00,16,,f,,,"",Operating,26,"",KDO/KIJ/292,"",101037
15766,Kikore,20653,,36,,LGA,Government,,,2013-01-24 00:24:18.22223+00,2013-01-24 00:24:18.222286+00,16,,f,-4.35,35.833333,"",Operating,Not Allocated,"",KDO/KIJ/283,ADS,101038
15767,Kingâanâga,20655,,37,,Prisons,Government,,,2013-01-24 00:24:18.510117+00,2013-01-24 00:24:18.510175+00,16,,f,,,"",Operating,29,"",DO/KIJ/253,"",101039
15768,Kingale,20657,,38,,LGA,Government,,,2013-01-24 00:24:18.767324+00,2013-01-24 00:24:18.767369+00,16,,f,,,"",Operating,28,"",DO/KIJ/248,"",101040
15769,Kinyamshindo,20658,,39,,LGA,Government,,,2013-01-24 00:24:19.084985+00,2013-01-24 00:24:19.085031+00,16,,f,,,"",Operating,30,"",KDO/KIJ/539,"",101041
15770,Kinyasi,20659,,40,,RC,FBO,,,2013-01-24 00:24:19.350983+00,2013-01-24 00:24:19.351028+00,16,,f,-4.75,36.05,"",Operating,31,"","",ADS,101042
15771,Kinyasi,20660,,41,,LGA,Government,,,2013-01-24 00:24:19.701061+00,2013-01-24 00:24:19.701118+00,16,,f,,,"",Operating,32,"",KDO/KIJ/277,"",101043
15772,Kisese,20661,,42,,LGA,Government,,,2013-01-24 00:24:19.949252+00,2013-01-24 00:24:19.949297+00,17,,f,,,"",Operating,34,"",KDO/KIJ/290,MMAM,101045
15773,Kiteo,20662,,43,,LGA,Government,,,2013-01-24 00:24:20.200255+00,2013-01-24 00:24:20.200304+00,16,,f,,,"",Operating,27,"",DO/KIJ/275,"",101046
